Country,Indicator,Year,Value
Indonesia,"Population age distribution(0-14/60+ years old, %)",2010,28.8 /        7.5
Indonesia,"Population age distribution(0-14/60+ years old, %)",2015,27.5 /        8.5
Indonesia,"Population age distribution(0-14/60+ years old, %)",2021,25.6 /       10.4a
Indonesia,Refugees and others of concern to UNHCR(000),2010,2.9m
Indonesia,Refugees and others of concern to UNHCR(000),2015,13.2
Indonesia,Refugees and others of concern to UNHCR(000),2021,13.5d
Indonesia,Health: Current expenditure(% of GDP),2010,3
Indonesia,Health: Current expenditure(% of GDP),2015,3
Indonesia,Health: Current expenditure(% of GDP),2021,2.9n
Indonesia,Education: Government expenditure(% of GDP),2010,2.8
Indonesia,Education: Government expenditure(% of GDP),2015,3.6
Indonesia,Education: Government expenditure(% of GDP),2021,...
Indonesia,Education: Secondary gross enrol. ratio(f/m per 100 pop.),2010,76.7 /       76.2
Indonesia,Education: Secondary gross enrol. ratio(f/m per 100 pop.),2015,86.3 /       86.0
Indonesia,Education: Secondary gross enrol. ratio(f/m per 100 pop.),2021,90.0 /       87.8n
Indonesia,Intentional homicide rate(per 100 000 pop.),2010,0.4
Indonesia,Intentional homicide rate(per 100 000 pop.),2015,0.6
Indonesia,Intentional homicide rate(per 100 000 pop.),2021,0.4o
Iran (Islamic Republic of),Population growth ratei(average annual %),2010,1.1
Iran (Islamic Republic of),Population growth ratei(average annual %),2015,1.2
Iran (Islamic Republic of),Population growth ratei(average annual %),2021,1.4d
Iran (Islamic Republic of),Urban population growth ratei(average annual %),2010,2
Iran (Islamic Republic of),Urban population growth ratei(average annual %),2015,2
Iran (Islamic Republic of),Urban population growth ratei(average annual %),2021,...
Iran (Islamic Republic of),"Life expectancy at birthi(females/males, years)",2010,74.6 /       71.0
Iran (Islamic Republic of),"Life expectancy at birthi(females/males, years)",2015,76.2 /       74.0
Iran (Islamic Republic of),"Life expectancy at birthi(females/males, years)",2021,77.6 /       75.3d
Iran (Islamic Republic of),"International migrant stockj,k(000/% of total pop.)",2010,2 722.4 /        3.7
Iran (Islamic Republic of),"International migrant stockj,k(000/% of total pop.)",2015,2 729.9 /        3.5
Iran (Islamic Republic of),"International migrant stockj,k(000/% of total pop.)",2021,2 797.2 /        3.3d
Iran (Islamic Republic of),Infant mortality ratei(per 1 000 live births),2010,19.1
Iran (Islamic Republic of),Infant mortality ratei(per 1 000 live births),2015,15.2
Iran (Islamic Republic of),Infant mortality ratei(per 1 000 live births),2021,12.8d
Iran (Islamic Republic of),Health: Physicians(per 1 000 pop.),2010,0.5n
Iran (Islamic Republic of),Health: Physicians(per 1 000 pop.),2015,1.2
Iran (Islamic Republic of),Health: Physicians(per 1 000 pop.),2021,1.6m
Iran (Islamic Republic of),Education: Primary gross enrol. ratio(f/m per 100 pop.),2010,99.6 /      101.7
Iran (Islamic Republic of),Education: Primary gross enrol. ratio(f/m per 100 pop.),2015,112.3 /      105.7
Iran (Islamic Republic of),Education: Primary gross enrol. ratio(f/m per 100 pop.),2021,113.9 /      107.7o
Iran (Islamic Republic of),Education: Upper secondary gross enrol. ratio(f/m per 100 pop.),2010,70.4 /       74.5
Iran (Islamic Republic of),Education: Upper secondary gross enrol. ratio(f/m per 100 pop.),2015,77.3 /       83.3p
Iran (Islamic Republic of),Education: Upper secondary gross enrol. ratio(f/m per 100 pop.),2021,76.3 /       79.3o
Iran (Islamic Republic of),Seats held by women in national parliaments(%),2010,2.8
Iran (Islamic Republic of),Seats held by women in national parliaments(%),2015,3.1
Iran (Islamic Republic of),Seats held by women in national parliaments(%),2021,5.6r
Iran (Islamic Republic of),Urban population(% of total population),2010,70.6
Iran (Islamic Republic of),Urban population(% of total population),2015,73.4
Iran (Islamic Republic of),Urban population(% of total population),2021,75.4c
Iran (Islamic Republic of),"Fertility rate, totali(live births per woman)",2010,1.8
Iran (Islamic Republic of),"Fertility rate, totali(live births per woman)",2015,1.9
Iran (Islamic Republic of),"Fertility rate, totali(live births per woman)",2021,2.2d
Iran (Islamic Republic of),"Population age distribution(0-14/60+ years old, %)",2010,24.0 /        7.5
Iran (Islamic Republic of),"Population age distribution(0-14/60+ years old, %)",2015,23.9 /        8.9
Iran (Islamic Republic of),"Population age distribution(0-14/60+ years old, %)",2021,24.8 /       10.6a
Iran (Islamic Republic of),Refugees and others of concern to UNHCR(000),2010,1 085.3l
Iran (Islamic Republic of),Refugees and others of concern to UNHCR(000),2015,979.5
Iran (Islamic Republic of),Refugees and others of concern to UNHCR(000),2021,979.5d
Iran (Islamic Republic of),Health: Current expenditure(% of GDP),2010,6.8
Iran (Islamic Republic of),Health: Current expenditure(% of GDP),2015,7.8
Iran (Islamic Republic of),Health: Current expenditure(% of GDP),2021,8.7m
Iran (Islamic Republic of),Education: Government expenditure(% of GDP),2010,3.7
Iran (Islamic Republic of),Education: Government expenditure(% of GDP),2015,2.8
Iran (Islamic Republic of),Education: Government expenditure(% of GDP),2021,4m
Iran (Islamic Republic of),Education: Secondary gross enrol. ratio(f/m per 100 pop.),2010,78.0 /       83.2
Iran (Islamic Republic of),Education: Secondary gross enrol. ratio(f/m per 100 pop.),2015,83.0 /       88.7
Iran (Islamic Republic of),Education: Secondary gross enrol. ratio(f/m per 100 pop.),2021,84.7 /       87.9o
Iran (Islamic Republic of),Intentional homicide rate(per 100 000 pop.),2010,3q
Iran (Islamic Republic of),Intentional homicide rate(per 100 000 pop.),2015,2.5p
Iran (Islamic Republic of),Intentional homicide rate(per 100 000 pop.),2021,...
Iraq,Population growth ratef(average annual %),2010,2
Iraq,Population growth ratef(average annual %),2015,3.6
Iraq,Population growth ratef(average annual %),2021,2.5c
Iraq,Urban population growth ratef(average annual %),2010,2.7
Iraq,Urban population growth ratef(average annual %),2015,3.4
Iraq,Urban population growth ratef(average annual %),2021,...
Iraq,"Life expectancy at birthf(females/males, years)",2010,71.3 /       64.9
Iraq,"Life expectancy at birthf(females/males, years)",2015,71.6 /       67.2
Iraq,"Life expectancy at birthf(females/males, years)",2021,72.4 /       68.3c
Iraq,"International migrant stockg,h(000/% of total pop.)",2010,120.5 /        0.4
Iraq,"International migrant stockg,h(000/% of total pop.)",2015,359.4 /        1.0
Iraq,"International migrant stockg,h(000/% of total pop.)",2021,365.8 /        0.9c
Iraq,Infant mortality ratef(per 1 000 live births),2010,31.7
Iraq,Infant mortality ratef(per 1 000 live births),2015,28.5
Iraq,Infant mortality ratef(per 1 000 live births),2021,24.1c
Iraq,Health: Physicians(per 1 000 pop.),2010,0.7
Iraq,Health: Physicians(per 1 000 pop.),2015,1k
Iraq,Health: Physicians(per 1 000 pop.),2021,0.7j
Iraq,Education: Primary gross enrol. ratio(f/m per 100 pop.),2010,99.1 /      117.8l
Iraq,Education: Primary gross enrol. ratio(f/m per 100 pop.),2015,... / ...
Iraq,Education: Primary gross enrol. ratio(f/m per 100 pop.),2021,... / ...
Iraq,Education: Upper secondary gross enrol. ratio(f/m per 100 pop.),2010,35.3 /       44.8l
Iraq,Education: Upper secondary gross enrol. ratio(f/m per 100 pop.),2015,... / ...
Iraq,Education: Upper secondary gross enrol. ratio(f/m per 100 pop.),2021,... / ...
Iraq,Seats held by women in national parliaments(%),2010,25.5
Iraq,Seats held by women in national parliaments(%),2015,26.5
Iraq,Seats held by women in national parliaments(%),2021,26.4n
Iraq,Urban population(% of total population),2010,69.1
Iraq,Urban population(% of total population),2015,69.9
Iraq,Urban population(% of total population),2021,70.7b
Iraq,"Fertility rate, totalf(live births per woman)",2010,4.4
Iraq,"Fertility rate, totalf(live births per woman)",2015,4.2
Iraq,"Fertility rate, totalf(live births per woman)",2021,3.7c
Iraq,"Population age distribution(0-14/60+ years old, %)",2010,41.8 /        4.8
Iraq,"Population age distribution(0-14/60+ years old, %)",2015,39.3 /        5.1
Iraq,"Population age distribution(0-14/60+ years old, %)",2021,37.3 /        5.1a
Iraq,Refugees and others of concern to UNHCR(000),2010,1 796.3i
Iraq,Refugees and others of concern to UNHCR(000),2015,4 311.7
Iraq,Refugees and others of concern to UNHCR(000),2021,1 836.7c
Iraq,Health: Current expenditure(% of GDP),2010,3.2
Iraq,Health: Current expenditure(% of GDP),2015,3.1
Iraq,Health: Current expenditure(% of GDP),2021,4.1j
Iraq,Education: Secondary gross enrol. ratio(f/m per 100 pop.),2010,46.0 /       61.4l
Iraq,Education: Secondary gross enrol. ratio(f/m per 100 pop.),2015,... / ...
Iraq,Education: Secondary gross enrol. ratio(f/m per 100 pop.),2021,... / ...
Iraq,Intentional homicide rate(per 100 000 pop.),2010,9
Iraq,Intentional homicide rate(per 100 000 pop.),2015,10.1m
Iraq,Intentional homicide rate(per 100 000 pop.),2021,...
Ireland,Population growth ratej(average annual %),2010,1.9
Ireland,Population growth ratej(average annual %),2015,0.4
Ireland,Population growth ratej(average annual %),2021,1.2c
Ireland,Urban population growth ratej(average annual %),2010,2.2
Ireland,Urban population growth ratej(average annual %),2015,0.6
Ireland,Urban population growth ratej(average annual %),2021,...
Ireland,"Life expectancy at birthj(females/males, years)",2010,82.0 /       77.4
Ireland,"Life expectancy at birthj(females/males, years)",2015,82.5 /       78.7
Ireland,"Life expectancy at birthj(females/males, years)",2021,83.7 /       80.4c
Ireland,International migrant stock(000/% of total pop.),2010,730.5 /       16.0
Ireland,International migrant stock(000/% of total pop.),2015,759.3 /       16.3
Ireland,International migrant stock(000/% of total pop.),2021,871.3 /       17.6c
Ireland,Infant mortality ratej(per 1 000 live births),2010,3.7
Ireland,Infant mortality ratej(per 1 000 live births),2015,3.4
Ireland,Infant mortality ratej(per 1 000 live births),2021,2.7c
Ireland,Health: Physicians(per 1 000 pop.),2010,4.1
Ireland,Health: Physicians(per 1 000 pop.),2015,3.2
Ireland,Health: Physicians(per 1 000 pop.),2021,3.4b
Ireland,Education: Primary gross enrol. ratioh(f/m per 100 pop.),2010,103.3 /      103.2
Ireland,Education: Primary gross enrol. ratioh(f/m per 100 pop.),2015,101.0 /      101.4
Ireland,Education: Primary gross enrol. ratioh(f/m per 100 pop.),2021,100.8 /      101.3l
Ireland,Education: Upper secondary gross enrol. ratioh(f/m per 100 pop.),2010,141.6 /      126.9
Ireland,Education: Upper secondary gross enrol. ratioh(f/m per 100 pop.),2015,141.5 /      133.7
Ireland,Education: Upper secondary gross enrol. ratioh(f/m per 100 pop.),2021,224.5 /      183.5l
Ireland,Seats held by women in national parliaments(%),2010,13.9
Ireland,Seats held by women in national parliaments(%),2015,16.3
Ireland,Seats held by women in national parliaments(%),2021,22.5n
Ireland,Urban population(% of total population),2010,61.5
Ireland,Urban population(% of total population),2015,62.5
Ireland,Urban population(% of total population),2021,63.4b
Ireland,"Fertility rate, totalj(live births per woman)",2010,2
Ireland,"Fertility rate, totalj(live births per woman)",2015,2
Ireland,"Fertility rate, totalj(live births per woman)",2021,1.8c
Ireland,"Population age distribution(0-14/60+ years old, %)",2010,20.8 /       15.9
Ireland,"Population age distribution(0-14/60+ years old, %)",2015,21.9 /       17.9
Ireland,"Population age distribution(0-14/60+ years old, %)",2021,20.5 /       20.0a
Ireland,Refugees and others of concern to UNHCR(000),2010,14.2k
Ireland,Refugees and others of concern to UNHCR(000),2015,10.5k
Ireland,Refugees and others of concern to UNHCR(000),2021,15.8c
Ireland,Health: Current expenditure(% of GDP),2010,10.5
Ireland,Health: Current expenditure(% of GDP),2015,7.3
Ireland,Health: Current expenditure(% of GDP),2021,6.9l
Ireland,Education: Government expenditure(% of GDP),2010,6
Ireland,Education: Government expenditure(% of GDP),2015,3.8
Ireland,Education: Government expenditure(% of GDP),2021,3.5m
Ireland,Education: Secondary gross enrol. ratioh(f/m per 100 pop.),2010,121.7 /      114.8
Ireland,Education: Secondary gross enrol. ratioh(f/m per 100 pop.),2015,118.7 /      115.4
Ireland,Education: Secondary gross enrol. ratioh(f/m per 100 pop.),2021,165.3 /      144.9l
Ireland,Intentional homicide rate(per 100 000 pop.),2010,1.2
Ireland,Intentional homicide rate(per 100 000 pop.),2015,0.7
Ireland,Intentional homicide rate(per 100 000 pop.),2021,0.9l
Isle of Man,Population growth raten(average annual %),2010,1.1
Isle of Man,Population growth raten(average annual %),2015,-0.4
Isle of Man,Population growth raten(average annual %),2021,0.4d
Isle of Man,Urban population growth raten(average annual %),2010,1
Isle of Man,Urban population growth raten(average annual %),2015,0.9
Isle of Man,Urban population growth raten(average annual %),2021,...
Isle of Man,International migrant stock(000/% of total pop.),2010,43.4 /       51.2
Isle of Man,International migrant stock(000/% of total pop.),2015,42.2 /       50.7
Isle of Man,International migrant stock(000/% of total pop.),2021,43.0 /       50.6d
Isle of Man,Urban population(% of total population),2010,52
Isle of Man,Urban population(% of total population),2015,52.2
Isle of Man,Urban population(% of total population),2021,52.7b
Isle of Man,Intentional homicide rate(per 100 000 pop.),2010,...
Isle of Man,Intentional homicide rate(per 100 000 pop.),2015,1.2
Isle of Man,Intentional homicide rate(per 100 000 pop.),2021,0o
Israel,Population growth ratek(average annual %),2010,2.4
Israel,Population growth ratek(average annual %),2015,1.7
Israel,Population growth ratek(average annual %),2021,1.6e
Israel,Urban population growth ratek(average annual %),2010,2.4
Israel,Urban population growth ratek(average annual %),2015,1.7
Israel,Urban population growth ratek(average annual %),2021,...
Israel,"Life expectancy at birthk(females/males, years)",2010,82.8 /       79.0
Israel,"Life expectancy at birthk(females/males, years)",2015,83.7 /       80.0
Israel,"Life expectancy at birthk(females/males, years)",2021,84.3 /       81.0e
Israel,International migrant stockl(000/% of total pop.),2010,1 956.2 /       26.6
Israel,International migrant stockl(000/% of total pop.),2015,2 011.7 /       25.2
Israel,International migrant stockl(000/% of total pop.),2021,1 953.6 /       22.6e
Israel,Infant mortality ratek(per 1 000 live births),2010,4
Israel,Infant mortality ratek(per 1 000 live births),2015,3.4
Israel,Infant mortality ratek(per 1 000 live births),2021,2.7e
Israel,Health: Physicians(per 1 000 pop.),2010,7
Israel,Health: Physicians(per 1 000 pop.),2015,6.7
Israel,Health: Physicians(per 1 000 pop.),2021,5.5b
Israel,Education: Primary gross enrol. ratio(f/m per 100 pop.),2010,105.7 /      105.2
Israel,Education: Primary gross enrol. ratio(f/m per 100 pop.),2015,106.0 /      105.3
Israel,Education: Primary gross enrol. ratio(f/m per 100 pop.),2021,105.2 /      104.2n
Israel,Education: Upper secondary gross enrol. ratio(f/m per 100 pop.),2010,103.9 /      101.5
Israel,Education: Upper secondary gross enrol. ratio(f/m per 100 pop.),2015,102.6 /      101.0
Israel,Education: Upper secondary gross enrol. ratio(f/m per 100 pop.),2021,105.5 /      103.4n
Israel,Seats held by women in national parliaments(%),2010,19.2
